時間,設備,值
2024-10-26 10:33:17,SA-37/TEMPERATURE,27.51254
2024-10-26 10:33:17,SA-37/LINE_LEVEL,576
2024-10-26 10:33:19,SA-37/TEMPERATURE,27.98069
2024-10-26 10:33:19,SA-37/LINE_LEVEL,560
2024-10-26 10:33:21,SA-37/TEMPERATURE,27.51254
2024-10-26 10:33:27,SA-37/LINE_LEVEL,544
2024-10-26 10:33:29,SA-37/LINE_LEVEL,560
2024-10-26 10:33:31,SA-37/TEMPERATURE,27.98069
2024-10-26 10:33:33,SA-37/LINE_LEVEL,544
2024-10-26 10:33:37,SA-37/TEMPERATURE,27.51254
2024-10-26 10:33:39,SA-37/TEMPERATURE,27.98069
2024-10-26 10:33:41,SA-37/LINE_LEVEL,560
2024-10-26 10:33:43,SA-37/TEMPERATURE,27.51254
2024-10-26 10:33:49,SA-37/LINE_LEVEL,544
2024-10-26 10:33:53,SA-37/TEMPERATURE,27.98069
2024-10-26 10:33:53,SA-37/LINE_LEVEL,560
2024-10-26 10:33:55,SA-37/TEMPERATURE,27.51254
2024-10-26 10:33:57,SA-37/TEMPERATURE,27.98069
2024-10-26 10:33:57,SA-37/LINE_LEVEL,544
2024-10-26 10:33:59,SA-37/TEMPERATURE,27.51254
2024-10-26 10:34:03,SA-37/TEMPERATURE,27.98069
2024-10-26 10:34:07,SA-37/TEMPERATURE,27.51254
2024-10-26 10:34:07,SA-37/LINE_LEVEL,560
2024-10-26 10:34:21,SA-37/LINE_LEVEL,544
2024-10-26 10:34:23,SA-37/TEMPERATURE,27.98069
2024-10-26 10:34:23,SA-37/LINE_LEVEL,560
2024-10-26 10:34:29,SA-37/TEMPERATURE,27.51254
2024-10-26 10:34:29,SA-37/LINE_LEVEL,544
2024-10-26 10:34:33,SA-37/LINE_LEVEL,560
2024-10-26 10:34:35,SA-37/TEMPERATURE,27.98069
2024-10-26 10:34:35,SA-37/LINE_LEVEL,544
2024-10-26 10:34:37,SA-37/TEMPERATURE,27.51254
2024-10-26 10:34:39,SA-37/LINE_LEVEL,560
2024-10-26 10:34:41,SA-37/LINE_LEVEL,544
2024-10-26 10:34:43,SA-37/LINE_LEVEL,560
2024-10-26 10:34:47,SA-37/LINE_LEVEL,544
2024-10-26 10:34:51,SA-37/LINE_LEVEL,560
2024-10-26 10:34:53,SA-37/LINE_LEVEL,544
2024-10-26 10:34:55,SA-37/LINE_LEVEL,560
2024-10-26 10:34:59,SA-37/TEMPERATURE,27.98069
2024-10-26 10:34:59,SA-37/LINE_LEVEL,576
2024-10-26 10:35:01,SA-37/TEMPERATURE,27.51254
2024-10-26 10:35:01,SA-37/LINE_LEVEL,560
2024-10-26 10:35:03,SA-37/TEMPERATURE,27.98069
2024-10-26 10:35:07,SA-37/LINE_LEVEL,544
2024-10-26 10:35:09,SA-37/TEMPERATURE,27.51254
2024-10-26 10:35:09,SA-37/LINE_LEVEL,560
2024-10-26 10:35:12,SA-37/TEMPERATURE,27.98069
2024-10-26 10:35:12,SA-37/LINE_LEVEL,576
2024-10-26 10:35:15,SA-37/LINE_LEVEL,560
2024-10-26 10:35:22,SA-37/LINE_LEVEL,544
2024-10-26 10:35:23,SA-37/LINE_LEVEL,560
2024-10-26 10:35:27,SA-37/LINE_LEVEL,544
2024-10-26 10:35:27,SA-37/LINE_LEVEL,560
2024-10-26 10:35:31,SA-37/LINE_LEVEL,544
2024-10-26 10:35:33,SA-37/LINE_LEVEL,560
2024-10-26 10:35:35,SA-37/LINE_LEVEL,544
2024-10-26 10:35:39,SA-37/LINE_LEVEL,560
2024-10-26 10:35:41,SA-37/LINE_LEVEL,544
2024-10-26 10:35:43,SA-37/LINE_LEVEL,560
2024-10-26 10:35:45,SA-37/LINE_LEVEL,544
2024-10-26 10:35:47,SA-37/LINE_LEVEL,560
2024-10-26 10:35:49,SA-37/LINE_LEVEL,544
2024-10-26 10:35:51,SA-37/LINE_LEVEL,560
2024-10-26 10:35:55,SA-37/LINE_LEVEL,576
2024-10-26 10:35:57,SA-37/TEMPERATURE,28.44883
2024-10-26 10:35:57,SA-37/LINE_LEVEL,560
2024-10-26 10:35:59,SA-37/LINE_LEVEL,544
2024-10-26 10:36:01,SA-37/LINE_LEVEL,560
2024-10-26 10:36:03,SA-37/TEMPERATURE,27.98069
2024-10-26 10:36:07,SA-37/LINE_LEVEL,576
2024-10-26 10:36:09,SA-37/TEMPERATURE,28.44883
2024-10-26 10:36:09,SA-37/LINE_LEVEL,560
2024-10-26 10:36:17,SA-37/LINE_LEVEL,576
2024-10-26 10:36:19,SA-37/LINE_LEVEL,544
2024-10-26 10:36:21,SA-37/LINE_LEVEL,560
2024-10-26 10:36:23,SA-37/LINE_LEVEL,544
2024-10-26 10:36:25,SA-37/LINE_LEVEL,560
2024-10-26 10:36:27,SA-37/LINE_LEVEL,544
2024-10-26 10:36:35,SA-37/LINE_LEVEL,560
2024-10-26 10:36:41,SA-37/LINE_LEVEL,576
2024-10-26 10:36:43,SA-37/LINE_LEVEL,560
2024-10-26 10:36:46,SA-37/LINE_LEVEL,544
2024-10-26 10:36:47,SA-37/LINE_LEVEL,560
2024-10-26 10:36:49,SA-37/LINE_LEVEL,544
2024-10-26 10:36:53,SA-37/LINE_LEVEL,560
2024-10-26 10:36:55,SA-37/LINE_LEVEL,544
2024-10-26 10:36:57,SA-37/LINE_LEVEL,560
2024-10-26 10:36:59,SA-37/LINE_LEVEL,544
2024-10-26 10:37:01,SA-37/LINE_LEVEL,560
2024-10-26 10:37:03,SA-37/LINE_LEVEL,576
2024-10-26 10:37:05,SA-37/LINE_LEVEL,560
2024-10-26 10:37:07,SA-37/TEMPERATURE,28.91698
2024-10-26 10:37:11,SA-37/TEMPERATURE,28.44883
2024-10-26 10:37:11,SA-37/LINE_LEVEL,544
2024-10-26 10:37:15,SA-37/TEMPERATURE,28.91698
2024-10-26 10:37:15,SA-37/LINE_LEVEL,560
2024-10-26 10:37:18,SA-37/TEMPERATURE,28.44883
2024-10-26 10:37:18,SA-37/LINE_LEVEL,576
2024-10-26 10:37:19,SA-37/TEMPERATURE,28.91698
2024-10-26 10:37:19,SA-37/LINE_LEVEL,544
2024-10-26 10:37:21,SA-37/TEMPERATURE,28.44883
2024-10-26 10:37:23,SA-37/LINE_LEVEL,576
2024-10-26 10:37:26,SA-37/TEMPERATURE,28.91698
2024-10-26 10:37:26,SA-37/LINE_LEVEL,560
2024-10-26 10:37:27,SA-37/LINE_LEVEL,544
2024-10-26 10:37:31,SA-37/TEMPERATURE,28.44883
2024-10-26 10:37:35,SA-37/LINE_LEVEL,560
2024-10-26 10:37:41,SA-37/LINE_LEVEL,544
2024-10-26 10:37:45,SA-37/TEMPERATURE,28.91698
2024-10-26 10:37:47,SA-37/TEMPERATURE,28.44883
2024-10-26 10:37:51,SA-37/LINE_LEVEL,560
2024-10-26 10:37:57,SA-37/LINE_LEVEL,544
2024-10-26 10:37:59,SA-37/LINE_LEVEL,576
2024-10-26 10:38:01,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:01,SA-37/LINE_LEVEL,544
2024-10-26 10:38:03,SA-37/LINE_LEVEL,560
2024-10-26 10:38:05,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:05,SA-37/LINE_LEVEL,544
2024-10-26 10:38:09,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:09,SA-37/LINE_LEVEL,560
2024-10-26 10:38:09,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:11,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:11,SA-37/LINE_LEVEL,544
2024-10-26 10:38:13,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:13,SA-37/LINE_LEVEL,560
2024-10-26 10:38:17,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:19,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:21,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:23,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:23,SA-37/LINE_LEVEL,544
2024-10-26 10:38:25,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:25,SA-37/LINE_LEVEL,560
2024-10-26 10:38:35,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:35,SA-37/LINE_LEVEL,544
2024-10-26 10:38:37,SA-37/LINE_LEVEL,560
2024-10-26 10:38:39,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:41,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:43,SA-37/LINE_LEVEL,576
2024-10-26 10:38:45,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:45,SA-37/LINE_LEVEL,560
2024-10-26 10:38:51,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:53,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:53,SA-37/LINE_LEVEL,544
2024-10-26 10:38:55,SA-37/TEMPERATURE,28.44883
2024-10-26 10:38:55,SA-37/LINE_LEVEL,576
2024-10-26 10:38:57,SA-37/TEMPERATURE,28.91698
2024-10-26 10:38:57,SA-37/LINE_LEVEL,544
2024-10-26 10:38:59,SA-37/LINE_LEVEL,560
2024-10-26 10:39:09,SA-37/LINE_LEVEL,544
2024-10-26 10:39:11,SA-37/LINE_LEVEL,560
2024-10-26 10:39:14,SA-37/LINE_LEVEL,544
2024-10-26 10:39:17,SA-37/LINE_LEVEL,560
2024-10-26 10:39:19,SA-37/LINE_LEVEL,544
2024-10-26 10:39:23,SA-37/LINE_LEVEL,576
2024-10-26 10:39:25,SA-37/LINE_LEVEL,560
2024-10-26 10:39:29,SA-37/LINE_LEVEL,544
2024-10-26 10:39:31,SA-37/LINE_LEVEL,560
2024-10-26 10:39:37,SA-37/LINE_LEVEL,544
2024-10-26 10:39:41,SA-37/LINE_LEVEL,560
2024-10-26 10:39:43,SA-37/TEMPERATURE,28.44883
2024-10-26 10:39:45,SA-37/TEMPERATURE,28.91698
2024-10-26 10:39:55,SA-37/LINE_LEVEL,544
2024-10-26 10:39:57,SA-37/LINE_LEVEL,560
2024-10-26 10:40:01,SA-37/LINE_LEVEL,544
2024-10-26 10:40:03,SA-37/LINE_LEVEL,560
2024-10-26 10:40:05,SA-37/LINE_LEVEL,544
2024-10-26 10:40:07,SA-37/LINE_LEVEL,560
2024-10-26 10:40:11,SA-37/LINE_LEVEL,576
2024-10-26 10:40:13,SA-37/LINE_LEVEL,544
2024-10-26 10:40:15,SA-37/LINE_LEVEL,560
2024-10-26 10:40:18,SA-37/TEMPERATURE,29.38512
2024-10-26 10:40:19,SA-37/TEMPERATURE,28.91698
2024-10-26 10:40:25,SA-37/LINE_LEVEL,576
2024-10-26 10:40:27,SA-37/LINE_LEVEL,560
2024-10-26 10:40:29,SA-37/LINE_LEVEL,576
2024-10-26 10:40:31,SA-37/LINE_LEVEL,560
2024-10-26 10:40:37,SA-37/LINE_LEVEL,544
2024-10-26 10:40:39,SA-37/LINE_LEVEL,560
2024-10-26 10:40:43,SA-37/LINE_LEVEL,544
2024-10-26 10:40:45,SA-37/TEMPERATURE,29.38512
2024-10-26 10:40:45,SA-37/LINE_LEVEL,560
2024-10-26 10:40:48,SA-37/TEMPERATURE,28.91698
2024-10-26 10:40:51,SA-37/LINE_LEVEL,544
2024-10-26 10:40:53,SA-37/LINE_LEVEL,560
2024-10-26 10:40:55,SA-37/LINE_LEVEL,544
2024-10-26 10:41:01,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:01,SA-37/LINE_LEVEL,560
2024-10-26 10:41:03,SA-37/TEMPERATURE,28.91698
2024-10-26 10:41:03,SA-37/LINE_LEVEL,576
2024-10-26 10:41:06,SA-37/LINE_LEVEL,560
2024-10-26 10:41:07,SA-37/LINE_LEVEL,544
2024-10-26 10:41:09,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:09,SA-37/LINE_LEVEL,576
2024-10-26 10:41:11,SA-37/TEMPERATURE,28.91698
2024-10-26 10:41:11,SA-37/LINE_LEVEL,560
2024-10-26 10:41:15,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:17,SA-37/TEMPERATURE,28.91698
2024-10-26 10:41:17,SA-37/LINE_LEVEL,576
2024-10-26 10:41:19,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:19,SA-37/LINE_LEVEL,560
2024-10-26 10:41:26,SA-37/LINE_LEVEL,544
2024-10-26 10:41:27,SA-37/LINE_LEVEL,560
2024-10-26 10:41:29,SA-37/LINE_LEVEL,576
2024-10-26 10:41:31,SA-37/LINE_LEVEL,544
2024-10-26 10:41:33,SA-37/TEMPERATURE,28.91698
2024-10-26 10:41:33,SA-37/LINE_LEVEL,560
2024-10-26 10:41:36,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:36,SA-37/LINE_LEVEL,544
2024-10-26 10:41:37,SA-37/LINE_LEVEL,576
2024-10-26 10:41:39,SA-37/LINE_LEVEL,560
2024-10-26 10:41:45,SA-37/LINE_LEVEL,544
2024-10-26 10:41:47,SA-37/LINE_LEVEL,560
2024-10-26 10:41:49,SA-37/LINE_LEVEL,544
2024-10-26 10:41:53,SA-37/TEMPERATURE,27.98069
2024-10-26 10:41:55,SA-37/LINE_LEVEL,560
2024-10-26 10:41:57,SA-37/TEMPERATURE,28.44883
2024-10-26 10:41:57,SA-37/LINE_LEVEL,544
2024-10-26 10:41:59,SA-37/TEMPERATURE,27.98069
2024-10-26 10:41:59,SA-37/LINE_LEVEL,560
2024-10-26 10:42:02,SA-37/TEMPERATURE,28.44883
2024-10-26 10:42:05,SA-37/LINE_LEVEL,544
2024-10-26 10:42:11,SA-37/LINE_LEVEL,560
2024-10-26 10:42:13,SA-37/LINE_LEVEL,576
2024-10-26 10:42:15,SA-37/LINE_LEVEL,560
2024-10-26 10:42:17,SA-37/LINE_LEVEL,544
2024-10-26 10:42:25,SA-37/TEMPERATURE,27.98069
2024-10-26 10:42:26,SA-37/LINE_LEVEL,560
2024-10-26 10:42:27,SA-37/LINE_LEVEL,544
2024-10-26 10:42:30,SA-37/LINE_LEVEL,560
2024-10-26 10:42:33,SA-37/LINE_LEVEL,576
2024-10-26 10:42:35,SA-37/LINE_LEVEL,560
2024-10-26 10:42:39,SA-37/LINE_LEVEL,576
2024-10-26 10:42:43,SA-37/LINE_LEVEL,560
2024-10-26 10:42:45,SA-37/LINE_LEVEL,544
2024-10-26 10:42:47,SA-37/LINE_LEVEL,560
2024-10-26 10:42:55,SA-37/LINE_LEVEL,544
2024-10-26 10:42:57,SA-37/TEMPERATURE,27.51254
2024-10-26 10:42:57,SA-37/LINE_LEVEL,560
2024-10-26 10:42:59,SA-37/TEMPERATURE,27.98069
2024-10-26 10:42:59,SA-37/LINE_LEVEL,544
2024-10-26 10:43:01,SA-37/LINE_LEVEL,576
2024-10-26 10:43:03,SA-37/LINE_LEVEL,544
2024-10-26 10:43:05,SA-37/LINE_LEVEL,576
2024-10-26 10:43:07,SA-37/LINE_LEVEL,544
2024-10-26 10:43:09,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:09,SA-37/LINE_LEVEL,560
2024-10-26 10:43:13,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:15,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:21,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:23,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:23,SA-37/LINE_LEVEL,544
2024-10-26 10:43:26,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:29,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:31,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:31,SA-37/LINE_LEVEL,560
2024-10-26 10:43:33,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:33,SA-37/LINE_LEVEL,544
2024-10-26 10:43:35,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:35,SA-37/LINE_LEVEL,560
2024-10-26 10:43:37,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:37,SA-37/LINE_LEVEL,544
2024-10-26 10:43:39,SA-37/LINE_LEVEL,560
2024-10-26 10:43:41,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:41,SA-37/LINE_LEVEL,544
2024-10-26 10:43:43,SA-37/LINE_LEVEL,560
2024-10-26 10:43:49,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:49,SA-37/LINE_LEVEL,544
2024-10-26 10:43:51,SA-37/LINE_LEVEL,576
2024-10-26 10:43:53,SA-37/TEMPERATURE,27.98069
2024-10-26 10:43:53,SA-37/LINE_LEVEL,544
2024-10-26 10:43:55,SA-37/TEMPERATURE,27.51254
2024-10-26 10:43:59,SA-37/LINE_LEVEL,560
2024-10-26 10:44:13,SA-37/LINE_LEVEL,544
2024-10-26 10:44:17,SA-37/LINE_LEVEL,560
2024-10-26 10:44:21,SA-37/TEMPERATURE,27.0444
2024-10-26 10:44:23,SA-37/TEMPERATURE,27.51254
2024-10-26 10:44:27,SA-37/TEMPERATURE,27.0444
2024-10-26 10:44:31,SA-37/TEMPERATURE,27.51254
2024-10-26 10:44:31,SA-37/LINE_LEVEL,576
2024-10-26 10:44:33,SA-37/LINE_LEVEL,560
2024-10-26 10:44:39,SA-37/LINE_LEVEL,544
2024-10-26 10:44:42,SA-37/LINE_LEVEL,560
2024-10-26 10:44:43,SA-37/LINE_LEVEL,544
2024-10-26 10:44:47,SA-37/LINE_LEVEL,560
2024-10-26 10:44:49,SA-37/LINE_LEVEL,576
2024-10-26 10:44:51,SA-37/TEMPERATURE,27.98069
2024-10-26 10:44:51,SA-37/LINE_LEVEL,544
2024-10-26 10:44:54,SA-37/LINE_LEVEL,560
2024-10-26 10:44:57,SA-37/LINE_LEVEL,576
2024-10-26 10:45:01,SA-37/LINE_LEVEL,560
2024-10-26 10:45:07,SA-37/TEMPERATURE,27.51254
2024-10-26 10:45:09,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:15,SA-37/LINE_LEVEL,576
2024-10-26 10:45:17,SA-37/TEMPERATURE,27.51254
2024-10-26 10:45:17,SA-37/LINE_LEVEL,544
2024-10-26 10:45:19,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:19,SA-37/LINE_LEVEL,560
2024-10-26 10:45:29,SA-37/LINE_LEVEL,544
2024-10-26 10:45:33,SA-37/LINE_LEVEL,576
2024-10-26 10:45:35,SA-37/LINE_LEVEL,560
2024-10-26 10:45:39,SA-37/TEMPERATURE,28.44883
2024-10-26 10:45:39,SA-37/LINE_LEVEL,544
2024-10-26 10:45:41,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:43,SA-37/LINE_LEVEL,560
2024-10-26 10:45:45,SA-37/TEMPERATURE,28.44883
2024-10-26 10:45:49,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:51,SA-37/TEMPERATURE,28.44883
2024-10-26 10:45:53,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:57,SA-37/TEMPERATURE,28.44883
2024-10-26 10:45:57,SA-37/LINE_LEVEL,544
2024-10-26 10:45:59,SA-37/TEMPERATURE,27.98069
2024-10-26 10:45:59,SA-37/LINE_LEVEL,560
2024-10-26 10:46:01,SA-37/TEMPERATURE,28.44883
2024-10-26 10:46:03,SA-37/LINE_LEVEL,576
2024-10-26 10:46:05,SA-37/LINE_LEVEL,544
2024-10-26 10:46:07,SA-37/LINE_LEVEL,560
2024-10-26 10:46:13,SA-37/LINE_LEVEL,544
2024-10-26 10:46:13,SA-37/LINE_LEVEL,560
2024-10-26 10:46:15,SA-37/LINE_LEVEL,544
2024-10-26 10:46:17,SA-37/LINE_LEVEL,560
2024-10-26 10:46:19,SA-37/LINE_LEVEL,544
2024-10-26 10:46:21,SA-37/LINE_LEVEL,560
2024-10-26 10:46:25,SA-37/LINE_LEVEL,544
2024-10-26 10:46:33,SA-37/LINE_LEVEL,560
2024-10-26 10:46:39,SA-37/LINE_LEVEL,544
2024-10-26 10:46:41,SA-37/LINE_LEVEL,560
2024-10-26 10:46:47,SA-37/LINE_LEVEL,544
2024-10-26 10:46:49,SA-37/LINE_LEVEL,560
2024-10-26 10:46:51,SA-37/LINE_LEVEL,576
2024-10-26 10:46:53,SA-37/LINE_LEVEL,560
2024-10-26 10:46:57,SA-37/LINE_LEVEL,544
2024-10-26 10:47:01,SA-37/LINE_LEVEL,560
2024-10-26 10:47:05,SA-37/LINE_LEVEL,544
2024-10-26 10:47:07,SA-37/LINE_LEVEL,560
2024-10-26 10:47:13,SA-37/LINE_LEVEL,544
2024-10-26 10:47:15,SA-37/TEMPERATURE,28.91698
2024-10-26 10:47:17,SA-37/TEMPERATURE,28.44883
2024-10-26 10:47:19,SA-37/LINE_LEVEL,560
2024-10-26 10:47:23,SA-37/LINE_LEVEL,544
2024-10-26 10:47:25,SA-37/LINE_LEVEL,560
2024-10-26 10:47:29,SA-37/TEMPERATURE,28.91698
2024-10-26 10:47:31,SA-37/TEMPERATURE,28.44883
2024-10-26 10:47:31,SA-37/LINE_LEVEL,576
2024-10-26 10:47:33,SA-37/LINE_LEVEL,560
2024-10-26 10:48:07,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:07,SA-37/LINE_LEVEL,0
2024-10-26 10:48:09,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:11,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:13,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:15,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:17,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:21,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:23,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:25,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:27,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:29,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:31,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:39,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:41,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:43,SA-37/TEMPERATURE,28.92
2024-10-26 10:48:55,SA-37/TEMPERATURE,28.45
2024-10-26 10:48:57,SA-37/TEMPERATURE,28.92
2024-10-26 10:49:47,SA-37/TEMPERATURE,28.45
2024-10-26 10:49:51,SA-37/TEMPERATURE,28.92
2024-10-26 10:49:55,SA-37/TEMPERATURE,28.45
2024-10-26 10:50:01,SA-37/TEMPERATURE,28.92
2024-10-26 10:50:03,SA-37/TEMPERATURE,28.45
2024-10-26 10:50:05,SA-37/TEMPERATURE,28.92
2024-10-26 10:50:07,SA-37/TEMPERATURE,28.45
2024-10-26 10:50:21,SA-37/TEMPERATURE,27.98
2024-10-26 10:50:23,SA-37/TEMPERATURE,28.45
2024-10-26 10:50:39,SA-37/TEMPERATURE,27.98
2024-10-26 10:50:41,SA-37/TEMPERATURE,28.45
2024-10-26 10:50:55,SA-37/TEMPERATURE,27.98
2024-10-26 10:50:57,SA-37/TEMPERATURE,28.45
2024-10-26 10:51:01,SA-37/TEMPERATURE,27.98
2024-10-26 10:51:17,SA-37/TEMPERATURE,28.45
2024-10-26 10:51:19,SA-37/TEMPERATURE,27.98
2024-10-26 10:51:45,SA-37/TEMPERATURE,27.51
2024-10-26 10:51:49,SA-37/TEMPERATURE,27.98
2024-10-26 10:51:53,SA-37/TEMPERATURE,27.51
2024-10-26 10:51:53,SA-37/TEMPERATURE,27.98
2024-10-26 10:51:55,SA-37/TEMPERATURE,27.51
2024-10-26 10:52:05,SA-37/TEMPERATURE,27.98
2024-10-26 10:52:09,SA-37/TEMPERATURE,27.51
2024-10-26 10:52:11,SA-37/TEMPERATURE,27.98
2024-10-26 10:52:19,SA-37/TEMPERATURE,27.51
2024-10-26 10:52:23,SA-37/TEMPERATURE,27.98
2024-10-26 10:52:25,SA-37/TEMPERATURE,27.51
2024-10-26 10:52:27,SA-37/TEMPERATURE,27.98
2024-10-26 10:52:29,SA-37/TEMPERATURE,27.51
2024-10-26 10:52:31,SA-37/TEMPERATURE,27.98
2024-10-26 10:52:39,SA-37/TEMPERATURE,27.51
2024-10-26 10:53:17,SA-37/TEMPERATURE,27.98
2024-10-26 10:53:19,SA-37/TEMPERATURE,27.51
2024-10-26 10:54:17,SA-37/TEMPERATURE,27.98
2024-10-26 10:54:59,SA-37/TEMPERATURE,28.45
2024-10-26 10:55:01,SA-37/TEMPERATURE,27.98
2024-10-26 10:55:09,SA-37/TEMPERATURE,28.45
2024-10-26 10:55:11,SA-37/TEMPERATURE,27.98
2024-10-26 10:55:19,SA-37/TEMPERATURE,28.45
2024-10-26 10:55:49,SA-37/TEMPERATURE,27.98
2024-10-26 10:55:51,SA-37/TEMPERATURE,28.45
2024-10-26 10:56:25,SA-37/TEMPERATURE,27.98
2024-10-26 10:56:27,SA-37/TEMPERATURE,28.45
2024-10-26 10:57:21,SA-37/TEMPERATURE,28.92
2024-10-26 10:57:23,SA-37/TEMPERATURE,28.45
2024-10-26 10:57:31,SA-37/TEMPERATURE,27.98
2024-10-26 10:57:33,SA-37/TEMPERATURE,28.45
2024-10-26 10:57:45,SA-37/TEMPERATURE,28.92
2024-10-26 10:57:49,SA-37/TEMPERATURE,28.45
2024-10-26 10:58:00,SA-37/TEMPERATURE,28.92
2024-10-26 10:58:09,SA-37/TEMPERATURE,28.45
